,qid1,qid2,question1,question2,is_duplicate
257,2124,2087,Are US politicians still paid a salary when they cause a government shutdown?,Are the President of the United States and members of Congress considered essential to the federal government?,1
258,2125,2120,What was the lowest known voter participation rate?,Do parliaments exist where the amount of non-voters is represented?,1
259,2125,31051,What was the lowest known voter participation rate?,What was the lowest recorded turnout in a major democratic election?,1
260,31945,31051,What was the highest recorded turnout in a major democratic election?,What was the lowest recorded turnout in a major democratic election?,1
261,2139,9376,Why do US politicians spend so much on campaigns when the salary is not high enough to justify the expenditure?,Is Hillary Clinton on the hook for the $30 million debt of her campaign?,1
262,2153,2178,Federal Reserve authority to buy government debt,Is there legal recourse for creditors if Treasury defaults on any (not necessarily all) of its debts?,1
263,2171,762,Did they measure the response difference between ways to contact congresspeople?,What exactly do political aides do?,1
264,2178,2153,Is there legal recourse for creditors if Treasury defaults on any (not necessarily all) of its debts?,Federal Reserve authority to buy government debt,1
265,2210,2130,How many times and in what way has the Affordable Care Act been modified by the Executive Branch?,Under what executive authority does the President have to delay the employer mandate?,1
266,2404,2130,Does Obamacare grant transitional authority to the President?,Under what executive authority does the President have to delay the employer mandate?,1
267,2509,2130,What remedy exists for unconstitutional changes to ObamaCare by the executive branch?,Under what executive authority does the President have to delay the employer mandate?,1
268,2210,2104,How many times and in what way has the Affordable Care Act been modified by the Executive Branch?,How does a government shutdown happen?,1
269,38342,2104,How does Donald Trump shut the government down?,How does a government shutdown happen?,1
270,38342,2104,How does Donald Trump shut the government down?,How does a government shutdown happen?,1
271,2211,757,How much in interest payments since 2002 has the increase in the debt past the old debt ceiling cost the US?,What would the National Debt's minimum payment warning notice read?,1
272,2212,2107,How (and how much) does the government shutdown affect the budget deficit,Would the reduction in spending due to an indefinite government shutdown eliminate the deficit?,1
273,6140,2107,Effects of Government shutdown on the deficit,Would the reduction in spending due to an indefinite government shutdown eliminate the deficit?,1
274,6140,2107,Effects of Government shutdown on the deficit,Would the reduction in spending due to an indefinite government shutdown eliminate the deficit?,1
275,2233,2250,Is it true that the United States currently has no debt ceiling?,What exactly are the formal rules around US paying off debt?,1
276,26846,2250,Does the US constitution have a clause/procedure for defaulting?,What exactly are the formal rules around US paying off debt?,1
277,26846,2250,Does the US constitution have a clause/procedure for defaulting?,What exactly are the formal rules around US paying off debt?,1
278,2250,2263,What exactly are the formal rules around US paying off debt?,"Is not paying, questioning the debt?",1
279,2258,2197,Is House Resolution 368 Permenant?,How does the US House of Representatives rule itself?,1
280,2267,2289,Could the Australian Government be denied funding in the same way that happened in the USA?,Equivalent to government shutdown in parliamentary systems,1
281,2367,2289,How long does it take for a parliamentary government to hold unscheduled elections?,Equivalent to government shutdown in parliamentary systems,1
282,37712,2289,Is government shutdown US specific?,Equivalent to government shutdown in parliamentary systems,1
283,2271,2219,What foreign investment is safer than US Treasury bonds and what market share do they have?,Has any government made the unwinding of their US bonds and currency reserves a core public policy plank or a legal requirement?,1
284,2275,2267,How does the British Parliamentary system handle a situation like the US budget crisis?,Could the Australian Government be denied funding in the same way that happened in the USA?,1
285,2289,2267,Equivalent to government shutdown in parliamentary systems,Could the Australian Government be denied funding in the same way that happened in the USA?,1
286,2280,1702,"What jurisdictions, if any, have preemptive judicial review of bills or laws, without a suit being brought challenging the law?",Congress delegating statutory rewriting power?,1
287,2289,2275,Equivalent to government shutdown in parliamentary systems,How does the British Parliamentary system handle a situation like the US budget crisis?,1
288,2289,2161,Equivalent to government shutdown in parliamentary systems,"Does the United States have a built-in mechanism to resolve loss of supply? And if not, why not?",1
289,2325,2273,What significant changes cause a grandfathered health plan to lose its status?,How many people will be unable to keep their health insurance plan in 2014 due to the ACA?,1
